transaction_id,customer_id,flavour_id,quantity_liters,transaction_date,transaction_country,transaction_town,postal_code,amount_dollar,generation_date,batch_number
307,61,452,44000,5/15/24,FRANCE,Bordeaux,3YI97A,1589000,5/5/24,1
308,72,244,1000,12/12/23,FRANCE,Marseille,HO6SSQ,122000,5/5/24,1
309,9,316,43000,1/18/24,ISRAEL,Jerusalem,I1QBZ3,1553000,5/5/24,1
310,61,438,36000,8/20/23,CHINA,Shanghai,FCT4GK,1908000,5/5/24,1
311,48,419,23000,9/17/23,INDIA,Delhi,95RMOD,450000,5/5/24,1
312,56,183,40000,6/15/24,JAPAN,Tokyo,X0CG0C,1447000,5/5/24,1
313,3,146,70000,7/18/23,ISRAEL,Petah Tikva,9HUD76,15000,5/5/24,1
314,13,144,85000,8/2/24,CHINA,Shenzhen,M4GPSS,1977000,5/5/24,1
315,35,152,27000,7/16/24,ISRAEL,Petah Tikva,XD306V,1803000,5/5/24,1
316,2,104,49000,11/25/24,JAPAN,Tokyo,CAJHG8,984000,5/5/24,1
317,64,241,1000,9/30/24,INDIA,Hyderabad,CCP28Q,338000,5/5/24,1
318,18,176,5000,9/9/24,JAPAN,Osaka,RE90S9,1640000,5/5/24,1
319,5,461,85000,3/11/24,CHINA,Beijing,CV3OYY,1546000,5/5/24,1
320,19,419,46000,7/12/24,ISRAEL,Beer Sheva,A2K6JO,129000,5/5/24,1
321,64,234,11000,9/30/24,CHINA,Chengdu,AKMNQO,1184000,5/5/24,1
322,56,298,21000,8/31/23,ISRAEL,Tel Aviv,3KC4TT,396000,5/5/24,1
323,1,453,97000,11/27/24,SPAIN,Seville,96EL25,1172000,5/5/24,1
324,3,233,3000,5/14/23,CANADA,Montreal,FU9UYO,1232000,5/5/24,1
325,41,231,16000,11/1/24,CHINA,Shanghai,579YP6,491000,5/5/24,1
326,50,370,43000,2/21/24,CHINA,Guangzhou,TYD0DI,1461000,5/5/24,1
327,68,293,4000,6/27/23,SPAIN,Madrid,OOI6EY,697000,5/5/24,1
328,5,471,34000,8/23/23,BRAZIL,Fortaleza,YAPYPD,268000,5/5/24,1
329,5,382,34000,3/19/23,ISRAEL,Tel Aviv,IX644R,1824000,5/5/24,1
330,71,419,22000,2/16/23,CHINA,Guangzhou,I47E5P,1569000,5/5/24,1
331,72,72,77000,1/18/24,INDIA,Hyderabad,Z8KI8I,1504000,5/5/24,1
332,25,485,11000,5/20/23,INDIA,Chennai,D0380U,1126000,5/5/24,1
333,24,414,99000,4/28/23,CHINA,Guangzhou,6VDPNC,1476000,5/5/24,1
334,45,397,59000,4/14/23,JAPAN,Nagoya,NNYP1U,1893000,5/5/24,1
335,65,151,19000,9/1/23,CHINA,Shenzhen,1MXLS4,445000,5/5/24,1
336,70,64,0,6/13/23,CANADA,Toronto,3B7TBI,1450000,5/5/24,1
337,11,122,24000,9/3/24,FRANCE,Nice,K6ETQC,759000,5/5/24,1
338,13,343,76000,12/6/24,INDIA,Hyderabad,3ROMCZ,467000,5/5/24,1
339,11,15,67000,6/3/23,JAPAN,Osaka,KA76J8,190000,5/5/24,1
340,65,466,9000,11/30/24,GERMANY,Frankfurt,AC9N3H,1502000,5/5/24,1
341,58,466,34000,6/10/24,JAPAN,Kyoto,E6XFEI,947000,5/5/24,1
342,24,254,19000,6/4/24,SPAIN,Valencia,8SBDVL,309000,5/5/24,1
343,44,19,53000,8/19/24,JAPAN,Sapporo,58Y4SN,1528000,5/5/24,1
344,32,285,27000,6/27/24,BRAZIL,Brasília,4S6SAR,1584000,5/5/24,1
345,28,300,56000,7/18/24,FRANCE,Lyon,9OJV2T,157000,5/5/24,1
346,69,142,15000,12/19/24,CANADA,Toronto,XZPRL6,1390000,5/5/24,1
347,62,299,55000,5/28/24,GERMANY,Frankfurt,T9D6RX,1021000,5/5/24,1
348,74,208,0,10/2/23,ISRAEL,Ramat Gan,S7JX8Y,1930000,5/5/24,1
349,49,373,93000,10/18/23,JAPAN,Nagoya,Y2VJ0R,881000,5/5/24,1
350,14,188,64000,10/26/23,CANADA,Ottawa,JMU2V3,1247000,5/5/24,1
351,33,353,75000,6/3/24,JAPAN,Fukuoka,Y7VTV5,1576000,5/6/24,2
352,17,151,0,5/12/24,BRAZIL,Fortaleza,X05T0L,1919000,5/5/24,1
353,57,238,20000,10/4/24,SPAIN,Granada,RBDASU,1353000,5/5/24,1
354,7,99,53000,7/5/24,CHINA,Shanghai,HRGJ54,1998000,5/5/24,1
355,53,231,16000,4/24/24,GERMANY,Hamburg,ARBSPP,606000,5/5/24,1
356,65,234,84000,7/2/23,BRAZIL,Rio de Janeiro,CBONNK,1854000,5/5/24,1
357,30,152,18000,7/17/23,SPAIN,Barcelona,RPRL6P,373000,5/5/24,1
358,50,4,24000,5/27/24,JAPAN,Osaka,BEKTR2,735000,5/5/24,1
359,3,38,48000,12/26/24,INDIA,Kolkata,32FOZS,1069000,5/5/24,1
360,49,266,69000,9/3/24,SPAIN,Barcelona,N9SH3R,845000,5/5/24,1
361,60,105,22000,10/18/24,CHINA,Shenzhen,EG5QZC,883000,5/5/24,1
362,5,485,82000,9/25/23,GERMANY,Munich,J0U180,1374000,5/5/24,1
363,40,199,10000,6/16/23,FRANCE,Bordeaux,Q3XR18,927000,5/5/24,1
364,46,25,36000,3/20/23,CANADA,Edmonton,PBB54M,1806000,5/5/24,1
365,9,489,90000,1/12/24,JAPAN,Tokyo,R5NY80,103000,5/5/24,1
366,64,375,11000,12/2/23,BRAZIL,Brasília,HJKUH2,673000,5/5/24,1
367,48,293,23000,2/20/23,FRANCE,Paris,5SEZLU,1639000,5/5/24,1
368,25,385,18000,7/17/24,INDIA,Bangalore,BM59RM,573000,5/5/24,1
369,60,374,79000,9/16/24,CANADA,Edmonton,B1RF59,1202000,5/5/24,1
370,43,340,67000,9/18/23,CANADA,Calgary,X585YY,1257000,5/5/24,1
371,59,124,67000,5/9/24,CANADA,Ottawa,4BMLT7,1457000,5/5/24,1
372,7,14,92000,7/7/23,BRAZIL,Rio de Janeiro,M0TCF9,446000,5/5/24,1
373,41,285,76000,4/22/23,INDIA,Hyderabad,8PCCJV,702000,5/5/24,1
374,59,335,40000,11/30/24,JAPAN,Fukuoka,4986AC,416000,5/5/24,1
375,34,22,8000,3/18/23,JAPAN,Fukuoka,Q8MNDU,1316000,5/5/24,1
376,48,438,11000,6/25/24,BRAZIL,Rio de Janeiro,TIEHIF,593000,5/5/24,1
377,3,452,12000,11/21/23,FRANCE,Marseille,1K8YHP,1518000,5/5/24,1
378,27,3,34000,2/27/23,GERMANY,Hamburg,LOS0UU,699000,5/5/24,1
379,68,130,53000,11/14/24,BRAZIL,São Paulo,S2MKO6,930000,5/5/24,1
380,33,103,43000,2/9/24,JAPAN,Nagoya,SVP1BR,1888000,5/5/24,1
381,47,294,15000,12/7/23,CANADA,Montreal,CS4O6U,417000,5/5/24,1
382,5,221,64000,5/3/23,SPAIN,Barcelona,8FUGCC,1192000,5/5/24,1
383,63,392,14000,7/12/24,GERMANY,Frankfurt,NHNUFD,564000,5/5/24,1
384,50,445,74000,2/11/24,BRAZIL,Rio de Janeiro,KYOHIK,558000,5/5/24,1
385,4,459,8000,9/26/23,GERMANY,Berlin,0H0OKX,334000,5/5/24,1
386,63,256,18000,10/22/24,ISRAEL,Tel Aviv,SMKZRT,1695000,5/5/24,1
387,7,216,73000,12/1/23,CANADA,Edmonton,E0V8IA,1810000,5/5/24,1
388,4,241,21000,4/7/23,ISRAEL,Ramat Gan,CXPVHB,1000000,5/5/24,1
389,34,206,56000,4/22/24,INDIA,Bangalore,I03U9T,23000,5/5/24,1
390,75,119,9000,6/7/24,SPAIN,Granada,9EQFNM,1492000,5/5/24,1
391,59,83,5000,6/26/24,ISRAEL,Haifa,CI674H,824000,5/5/24,1
392,4,416,88000,9/5/24,FRANCE,Lyon,LGJUD2,151000,5/5/24,1
393,35,305,11000,3/31/23,INDIA,Bangalore,68QK6T,826000,5/5/24,1
394,31,362,32000,1/23/24,FRANCE,Lyon,R2SPGB,1170000,5/5/24,1
395,5,476,3000,4/16/24,INDIA,Chennai,NQ0MBN,1120000,5/5/24,1
396,14,158,25000,1/26/24,FRANCE,Nice,4KZKCK,1067000,5/5/24,1
397,46,309,16000,11/28/24,ISRAEL,Beer Sheva,LUFHGX,1962000,5/5/24,1
398,29,26,92000,3/25/23,SPAIN,Málaga,PA83V1,783000,5/5/24,1
399,59,193,53000,12/15/24,JAPAN,Sapporo,ND7YA9,878000,5/5/24,1
400,51,136,12000,5/9/23,FRANCE,Marseille,I83FDR,1039000,5/5/24,1
401,69,20,81000,3/25/23,BRAZIL,Brasília,LF8G8J,953000,5/5/24,1
402,75,141,23000,8/23/23,CANADA,Vancouver,OGP0HR,317000,5/5/24,1
403,66,309,52000,4/1/23,SPAIN,Seville,0BT5M0,141000,5/5/24,1
404,49,372,74000,8/22/24,SPAIN,Madrid,C7X93Q,746000,5/5/24,1
405,63,494,45000,10/8/24,CANADA,Vancouver,IGO3LT,1951000,5/5/24,1
406,49,147,79000,4/23/24,JAPAN,Sapporo,NG9MLD,1382000,5/5/24,1
407,22,93,72000,8/14/23,INDIA,Delhi,XVF1EH,933000,5/5/24,1
408,30,468,78000,3/29/23,CANADA,Edmonton,C854HS,1339000,5/5/24,1
409,6,249,15000,3/13/23,SPAIN,Málaga,VASBN3,1474000,5/5/24,1
410,72,425,14000,5/13/24,JAPAN,Tokyo,3T9DCQ,1118000,5/5/24,1
411,64,323,30000,12/15/24,CHINA,Shenzhen,28JVOI,487000,5/5/24,1
412,27,31,21000,8/24/23,SPAIN,Madrid,8QYAFK,1483000,5/5/24,1
413,74,245,9000,10/28/23,FRANCE,Paris,UCPURK,1759000,5/5/24,1
414,56,146,50000,4/18/24,GERMANY,Cologne,Y47GD9,1187000,5/5/24,1
415,71,182,66000,1/1/24,INDIA,Bangalore,UCV871,862000,5/5/24,1
416,56,209,84000,6/23/24,CHINA,Beijing,611XPN,797000,5/5/24,1
417,38,301,19000,7/12/23,CHINA,Shanghai,NZBQQE,1022000,5/5/24,1
418,4,37,50000,9/5/23,GERMANY,Munich,YQSL8A,1775000,5/5/24,1
419,7,496,58000,4/7/23,INDIA,Bangalore,3YDMIM,1583000,5/5/24,1
420,9,194,29000,12/30/23,JAPAN,Tokyo,2301AC,351000,5/5/24,1
421,67,441,68000,1/27/24,JAPAN,Osaka,ID6XAS,609000,5/5/24,1
422,2,185,37000,4/2/24,ISRAEL,Petah Tikva,T3FJ26,1411000,5/5/24,1
423,31,327,99000,7/18/23,BRAZIL,Porto Alegre,5IZRDC,184000,5/5/24,1
424,75,495,15000,5/14/24,SPAIN,Barcelona,AKZFA9,617000,5/5/24,1
425,55,274,32000,5/29/23,FRANCE,Bordeaux,IMI21H,1092000,5/5/24,1
426,8,304,92000,7/6/23,JAPAN,Osaka,YR8FFK,1068000,5/5/24,1
427,18,245,69000,1/8/24,CANADA,Vancouver,3IF2SS,515000,5/5/24,1
428,26,122,81000,10/9/24,JAPAN,Tokyo,YJLLUA,860000,5/5/24,1
429,27,354,57000,11/29/23,BRAZIL,São Paulo,LU5PUB,1741000,5/5/24,1
430,64,316,27000,10/18/23,CANADA,Vancouver,C5698D,1008000,5/5/24,1
431,36,269,86000,8/14/23,CHINA,Nanjing,P6Z8AU,66000,5/5/24,1
432,35,330,54000,9/20/23,GERMANY,Düsseldorf,QKHO1B,1459000,5/5/24,1
433,18,298,89000,1/31/24,ISRAEL,Tel Aviv,2RRJS8,1579000,5/5/24,1
434,5,146,93000,11/12/23,SPAIN,Seville,HUV0AA,1792000,5/5/24,1
435,75,329,57000,1/5/25,BRAZIL,São Paulo,KKF5ND,1827000,5/5/24,1
436,49,108,49000,9/4/24,INDIA,Delhi,ZYS4D0,388000,5/5/24,1
437,30,311,68000,6/6/23,JAPAN,Osaka,1HZ161,1065000,5/5/24,1
438,20,320,52000,7/5/24,JAPAN,Fukuoka,CMB75L,583000,5/5/24,1
439,55,406,28000,11/30/23,JAPAN,Osaka,CFXCDO,44000,5/5/24,1
440,20,45,56000,11/17/24,JAPAN,Osaka,7J4EBI,1134000,5/5/24,1
441,24,27,25000,10/1/24,CANADA,Toronto,PAVOFL,1434000,5/5/24,1
442,46,147,65000,7/7/23,CANADA,Montreal,PPRVZ1,40000,5/5/24,1
443,8,84,33000,5/4/24,SPAIN,Valencia,M06LE4,399000,5/5/24,1
444,68,418,44000,8/31/23,BRAZIL,São Paulo,O1B5D4,1418000,5/5/24,1
445,64,117,17000,4/14/24,CHINA,Guangzhou,I1RN7R,254000,5/5/24,1
446,57,290,22000,8/14/24,INDIA,Hyderabad,VZ5NIX,1890000,5/5/24,1
447,20,499,42000,7/17/23,JAPAN,Kyoto,VXJJG5,1205000,5/5/24,1
448,68,47,1000,4/14/24,INDIA,Delhi,VS2728,781000,5/5/24,1
449,64,188,41000,5/22/23,FRANCE,Paris,V33OAM,1354000,5/5/24,1
450,42,122,50000,5/28/24,JAPAN,Osaka,JR8NLD,1485000,5/5/24,1
451,22,243,95000,6/3/24,SPAIN,Madrid,DECRUV,1381000,5/5/24,1
452,22,269,1000,7/26/23,SPAIN,Valencia,BINB1V,1571000,5/5/24,1
453,24,157,46000,8/22/24,FRANCE,Marseille,ACQY53,98000,5/5/24,1
454,14,124,22000,5/10/23,GERMANY,Berlin,80H53V,701000,5/5/24,1
455,51,242,37000,10/26/23,BRAZIL,Porto Alegre,N3SOFX,1182000,5/5/24,1
456,52,361,33000,5/14/24,FRANCE,Marseille,KFEX7D,1076000,5/5/24,1
457,47,41,27000,9/2/24,BRAZIL,São Paulo,4BQM36,898000,5/5/24,1
458,65,67,61000,2/1/24,JAPAN,Fukuoka,ZH6GY3,205000,5/5/24,1
459,63,146,52000,7/16/23,FRANCE,Lyon,RVJ2HO,1351000,5/5/24,1
460,53,440,89000,8/13/23,ISRAEL,Haifa,2Q2IFB,802000,5/5/24,1
461,17,165,60000,1/4/24,GERMANY,Munich,8E1IIF,1695000,5/5/24,1
462,1,91,56000,12/24/24,FRANCE,Marseille,0ZTLTU,1348000,5/5/24,1
463,11,128,93000,3/16/24,SPAIN,Granada,5IEZCC,52000,5/5/24,1
464,73,365,31000,8/26/23,JAPAN,Osaka,4HO2GG,39000,5/5/24,1
465,33,322,51000,1/12/25,CANADA,Toronto,BX85JP,1369000,5/5/24,1
466,25,39,45000,9/24/23,INDIA,Hyderabad,E4ZB6H,1954000,5/5/24,1
467,14,320,87000,5/26/24,SPAIN,Seville,UIBJXQ,578000,5/5/24,1
468,34,146,79000,9/22/24,CANADA,Edmonton,LNBEAL,826000,5/5/24,1
469,71,330,50000,2/24/24,BRAZIL,São Paulo,3EGQ7G,1242000,5/5/24,1
470,39,241,18000,5/16/23,SPAIN,Madrid,7Y05SM,1106000,5/5/24,1
471,55,155,20000,9/9/24,FRANCE,Bordeaux,ZIN92I,1977000,5/5/24,1
472,51,80,70000,8/27/23,ISRAEL,Haifa,UCM0Y0,169000,5/5/24,1
473,41,309,74000,7/1/23,BRAZIL,Belém,AVJJD6,1142000,5/5/24,1
474,73,214,37000,10/24/24,CHINA,Guangzhou,AZ63M4,424000,5/5/24,1
475,36,131,16000,11/20/23,CANADA,Montreal,OR56PM,168000,5/5/24,1
476,74,219,61000,7/24/24,SPAIN,Málaga,92A0HM,286000,5/5/24,1
477,15,286,15000,4/16/23,GERMANY,Berlin,VZRMJH,668000,5/5/24,1
478,11,267,24000,4/15/23,BRAZIL,Fortaleza,ARPFPC,1027000,5/5/24,1
479,26,31,79000,2/13/24,JAPAN,Fukuoka,NBQNYS,1946000,5/5/24,1
480,24,391,74000,8/9/23,GERMANY,Berlin,X4T67U,285000,5/5/24,1
481,26,468,29000,9/17/24,GERMANY,Munich,0DLZHF,482000,5/5/24,1
482,64,55,13000,9/26/24,CHINA,Nanjing,FN7488,10000,5/5/24,1
483,11,294,65000,5/18/23,ISRAEL,Petah Tikva,AC6X30,838000,5/5/24,1
484,63,51,65000,7/25/24,BRAZIL,Brasília,EYE025,755000,5/5/24,1
485,19,346,95000,8/4/24,GERMANY,Düsseldorf,PAF13I,1083000,5/5/24,1
486,73,7,21000,8/12/24,JAPAN,Tokyo,XO1FZG,1457000,5/5/24,1
487,13,200,64000,8/7/23,JAPAN,Fukuoka,4C0PBD,649000,5/5/24,1
488,49,269,83000,7/11/23,ISRAEL,Jerusalem,ZU3B1Q,824000,5/5/24,1
489,8,120,53000,10/8/23,BRAZIL,Rio de Janeiro,AYBVUF,116000,5/5/24,1
490,53,441,60000,5/26/23,FRANCE,Strasbourg,62YB6N,4000,5/5/24,1
491,14,305,88000,9/7/23,CHINA,Guangzhou,Z867IU,1533000,5/5/24,1
492,29,492,1000,9/23/24,GERMANY,Hamburg,MUK1F6,1020000,5/5/24,1
493,28,332,14000,12/10/23,FRANCE,Bordeaux,4PU60B,1345000,5/5/24,1
494,25,114,42000,9/13/23,JAPAN,Osaka,R9ID0F,1018000,5/5/24,1
495,53,322,24000,10/7/23,SPAIN,Barcelona,OB33ZV,1956000,5/5/24,1
496,19,46,52000,3/2/23,CHINA,Beijing,ISCSGQ,1532000,5/5/24,1
497,73,379,5000,7/12/24,FRANCE,Paris,MRVZ06,1730000,5/5/24,1
498,22,177,62000,11/3/24,GERMANY,Cologne,YIEUM9,754000,5/5/24,1
499,19,294,30000,1/6/25,GERMANY,Düsseldorf,UH1536,556000,5/5/24,1
500,41,63,24000,11/14/23,CANADA,Calgary,J9K4QO,1660000,5/5/24,1
501,19,149,42000,9/21/23,ISRAEL,Haifa,OLXVV0,1267000,5/5/24,1
502,21,274,25000,9/30/24,INDIA,Chennai,DD3X6P,1208000,5/5/24,1
503,59,90,50000,5/14/23,CHINA,Guangzhou,8KOUPI,1979000,5/5/24,1
504,7,361,32000,5/31/23,JAPAN,Nagoya,LB7EEX,381000,5/5/24,1
505,10,314,61000,5/30/23,BRAZIL,Porto Alegre,FV33LA,838000,5/5/24,1
506,65,108,90000,11/9/23,FRANCE,Bordeaux,GS5HLG,1583000,5/5/24,1
507,56,162,7000,11/22/23,JAPAN,Nagoya,F63P6E,1234000,5/5/24,1
508,73,390,3000,6/9/23,INDIA,Bangalore,GG67BE,343000,5/5/24,1
509,67,96,56000,2/23/24,CHINA,Guangzhou,2THYYN,1577000,5/5/24,1
510,3,212,79000,12/5/24,JAPAN,Kyoto,552M6N,1142000,5/5/24,1
511,59,495,44000,11/8/23,BRAZIL,Porto Alegre,XUDUVS,477000,5/5/24,1
512,44,362,91000,6/28/24,CHINA,Shanghai,60GUAO,1759000,5/5/24,1
513,24,82,44000,5/27/23,BRAZIL,Rio de Janeiro,ZJYYOG,101000,5/5/24,1
514,35,292,1000,8/25/24,CANADA,Vancouver,1YQ4I0,1654000,5/5/24,1
515,47,476,44000,3/19/24,SPAIN,Málaga,PTQIVP,304000,5/5/24,1
516,70,190,72000,5/7/24,CHINA,Shanghai,OSCH1V,1312000,5/5/24,1
517,14,80,19000,2/23/23,FRANCE,Nice,3KKLAK,1868000,5/5/24,1
518,37,230,30000,1/23/24,GERMANY,Munich,JVXBX3,1105000,5/5/24,1
519,74,197,28000,8/5/24,FRANCE,Paris,TAH1K1,106000,5/5/24,1
520,20,203,28000,3/16/24,CANADA,Toronto,OG4649,1412000,5/5/24,1
521,59,293,29000,12/28/23,GERMANY,Frankfurt,IU9VDV,825000,5/5/24,1
522,61,235,64000,8/23/24,ISRAEL,Jerusalem,C4NPA0,115000,5/5/24,1
523,27,311,95000,9/13/24,CANADA,Ottawa,XFRKHR,1524000,5/5/24,1
524,43,234,72000,1/5/25,CANADA,Vancouver,CEU8DY,1803000,5/5/24,1
525,68,89,66000,1/19/24,SPAIN,Madrid,3LS0EU,914000,5/5/24,1
526,55,413,66000,7/28/24,BRAZIL,Porto Alegre,18X4LQ,291000,5/5/24,1
527,71,103,64000,4/27/24,ISRAEL,Jerusalem,QK3K2D,353000,5/5/24,1
528,22,82,24000,10/19/24,BRAZIL,Rio de Janeiro,S499U0,1777000,5/5/24,1
529,19,113,97000,5/7/24,JAPAN,Osaka,RCA04R,855000,5/5/24,1
530,60,146,21000,8/23/23,ISRAEL,Haifa,N6OAYU,1697000,5/5/24,1
531,63,51,81000,5/17/23,BRAZIL,Belém,P8IRFQ,430000,5/5/24,1
532,42,477,21000,2/18/24,JAPAN,Tokyo,JPKXNN,444000,5/5/24,1
533,15,278,41000,3/24/23,FRANCE,Marseille,27NC2U,227000,5/5/24,1
534,12,479,43000,5/13/23,BRAZIL,Rio de Janeiro,GMU0OT,568000,5/5/24,1
535,50,445,52000,6/11/23,GERMANY,Hamburg,3FOS3X,163000,5/5/24,1
536,68,448,73000,2/25/24,ISRAEL,Ramat Gan,87GGUF,762000,5/5/24,1
537,41,327,14000,1/10/24,FRANCE,Strasbourg,1BC9LC,89000,5/5/24,1
538,30,338,62000,5/24/24,CHINA,Chengdu,F1LVZ9,1804000,5/5/24,1
539,18,256,16000,12/22/23,GERMANY,Hamburg,7QEABC,94000,5/5/24,1
540,59,267,24000,3/7/23,INDIA,Kolkata,7G447S,1605000,5/5/24,1
541,34,51,76000,6/23/23,SPAIN,Granada,C1T16Z,1495000,5/5/24,1
542,20,50,11000,8/26/24,BRAZIL,Brasília,ZCUCEO,1196000,5/5/24,1
543,49,142,31000,8/7/23,FRANCE,Strasbourg,VLTZ7K,1693000,5/5/24,1
544,50,391,19000,3/27/23,SPAIN,Granada,SFG84J,624000,5/5/24,1
545,43,380,53000,7/25/23,JAPAN,Nagoya,XJN6BS,340000,5/5/24,1
546,71,478,38000,4/9/24,JAPAN,Kyoto,0RO4DD,992000,5/5/24,1
547,13,160,68000,10/1/23,BRAZIL,Fortaleza,HUYQSN,1603000,5/5/24,1
548,45,496,67000,1/6/24,INDIA,Hyderabad,LEAEFA,1530000,5/5/24,1
549,28,312,21000,7/11/23,JAPAN,Fukuoka,ZYZSAP,1524000,5/5/24,1
550,69,98,68000,1/3/25,JAPAN,Tokyo,72508Y,1338000,5/5/24,1
551,44,174,44000,1/10/24,BRAZIL,Fortaleza,1TR3KZ,1041000,5/5/24,1
552,11,227,18000,8/27/23,GERMANY,Cologne,FCBT0E,1593000,5/5/24,1
553,60,363,12000,2/9/24,JAPAN,Nagoya,MBHXSB,18000,5/5/24,1
554,53,370,74000,12/26/23,FRANCE,Bordeaux,A1GFSP,440000,5/5/24,1
555,16,225,64000,6/25/24,CANADA,Calgary,TMTAEL,29000,5/5/24,1
556,56,274,27000,10/21/24,SPAIN,Barcelona,8GEGIK,975000,5/5/24,1
557,19,158,53000,6/29/24,INDIA,Kolkata,APFDYE,1315000,5/5/24,1
558,72,241,51000,8/29/23,FRANCE,Lyon,9CY7HN,910000,5/5/24,1
559,25,259,44000,10/21/23,CHINA,Nanjing,OIM7DF,540000,5/5/24,1
560,56,312,48000,9/24/23,JAPAN,Fukuoka,0AP5S4,935000,5/5/24,1
561,30,96,15000,9/7/23,GERMANY,Cologne,C05C4L,888000,5/5/24,1
562,62,204,93000,9/26/24,ISRAEL,Petah Tikva,Y7Q3YP,975000,5/5/24,1
563,14,263,81000,5/13/23,GERMANY,Berlin,2FCYA7,475000,5/5/24,1
564,13,174,82000,5/8/24,FRANCE,Paris,A43SG5,935000,5/5/24,1
565,29,480,79000,5/12/23,SPAIN,Granada,B783A9,1499000,5/5/24,1
566,63,413,69000,8/26/23,SPAIN,Valencia,NYH2ZQ,1219000,5/5/24,1
567,51,207,14000,7/7/24,GERMANY,Cologne,IJE8JG,528000,5/5/24,1
568,15,257,50000,7/2/23,CANADA,Edmonton,Z93JC4,639000,5/6/24,2
569,25,445,67000,8/17/24,CHINA,Chengdu,VUNSKJ,479000,5/5/24,1
570,54,341,63000,3/23/23,BRAZIL,São Paulo,005HPG,1312000,5/5/24,1
571,9,365,57000,9/9/24,ISRAEL,Beer Sheva,8VITR9,1372000,5/5/24,1
572,9,154,72000,12/19/23,BRAZIL,São Paulo,0PMT45,39000,5/5/24,1
573,56,143,6000,4/11/24,CHINA,Beijing,3MY97H,19000,5/5/24,1
574,33,91,66000,6/30/23,GERMANY,Hamburg,KXIOZI,1189000,5/5/24,1
575,42,347,45000,8/9/23,GERMANY,Berlin,KTJRPT,427000,5/5/24,1
576,51,33,35000,3/25/23,SPAIN,Valencia,X3SORE,1667000,5/5/24,1
577,11,268,97000,5/5/24,GERMANY,Düsseldorf,0V835K,671000,5/5/24,1
578,49,371,10000,11/17/24,GERMANY,Munich,J57BIE,585000,5/6/24,2
579,43,8,44000,6/21/23,GERMANY,Frankfurt,FBTXZK,753000,5/5/24,1
580,30,416,18000,6/3/23,GERMANY,Düsseldorf,OA7CD1,816000,5/5/24,1
581,30,288,6000,6/10/24,ISRAEL,Ramat Gan,VIIZJ5,1044000,5/5/24,1
582,33,261,11000,10/13/23,BRAZIL,Rio de Janeiro,GIDIMP,1279000,5/5/24,1
583,44,189,49000,3/10/24,INDIA,Mumbai,S4VNY5,1805000,5/5/24,1
584,20,286,86000,2/22/24,FRANCE,Paris,HD454I,935000,5/5/24,1
585,71,74,66000,9/16/24,JAPAN,Fukuoka,A31MSA,1566000,5/5/24,1
586,35,440,74000,5/21/23,INDIA,Mumbai,MIU6VV,547000,5/5/24,1
587,27,78,73000,2/27/23,CHINA,Beijing,7HBIRN,8000,5/5/24,1
588,5,436,61000,10/10/24,BRAZIL,Brasília,2VBIUM,423000,5/5/24,1
589,3,485,67000,11/20/24,BRAZIL,Belém,J9A03S,116000,5/5/24,1
590,17,500,74000,2/26/24,ISRAEL,Haifa,79ON0A,1756000,5/5/24,1
591,53,342,33000,1/12/24,INDIA,Delhi,UGB7XD,133000,5/5/24,1
592,16,143,8000,5/29/23,INDIA,Hyderabad,UA7VNH,1390000,5/5/24,1
593,19,480,93000,6/17/23,FRANCE,Bordeaux,O99FU1,1173000,5/5/24,1
594,72,249,99000,4/20/23,INDIA,Kolkata,37NQTC,347000,5/5/24,1
595,21,155,61000,12/7/23,CHINA,Beijing,M2R47Q,1153000,5/5/24,1
596,38,21,50000,6/13/23,CANADA,Toronto,7BQKE0,272000,5/5/24,1
597,49,203,59000,8/8/24,BRAZIL,Brasília,RMJNS8,939000,5/5/24,1
598,33,114,62000,5/1/23,GERMANY,Düsseldorf,1G2SV0,89000,5/5/24,1
599,11,364,37000,3/1/24,BRAZIL,Rio de Janeiro,T9UOYH,435000,5/5/24,1
600,18,449,15000,8/25/24,INDIA,Delhi,ISA47Q,573000,5/5/24,1
601,65,313,86000,8/18/24,INDIA,Delhi,1ZNPFN,858000,5/5/24,1
602,31,148,77000,1/4/24,BRAZIL,Rio de Janeiro,QN2BH9,1659000,5/5/24,1
603,64,158,94000,6/23/24,INDIA,Bangalore,KA26FB,764000,5/5/24,1
604,67,176,9000,3/20/24,JAPAN,Nagoya,7FK3IG,1725000,5/5/24,1
605,11,460,67000,1/3/25,GERMANY,Cologne,20LO8F,848000,5/5/24,1
606,70,384,82000,9/18/23,GERMANY,Cologne,4OC3EV,528000,5/5/24,1
607,45,56,81000,7/1/24,INDIA,Mumbai,C5SOFG,86000,5/5/24,1
608,49,234,54000,4/2/24,JAPAN,Fukuoka,SZBRXC,1398000,5/5/24,1
609,5,105,55000,2/27/23,INDIA,Bangalore,YXTRSK,1029000,5/5/24,1
610,48,189,91000,8/3/23,BRAZIL,Brasília,XNS68B,1600000,5/5/24,1
611,72,363,28000,3/23/23,INDIA,Delhi,52U4N5,184000,5/5/24,1
612,21,266,0,12/8/23,BRAZIL,São Paulo,Z3ETGB,259000,5/5/24,1
613,60,30,62000,8/7/24,ISRAEL,Beer Sheva,SMMR1M,923000,5/5/24,1
614,36,480,97000,1/20/24,CANADA,Ottawa,42DO46,1294000,5/5/24,1
